"FCDATOBENEFIC","FNREGISTROS","FNTOTAL","FITIPODATO"
"CALDELAS MEZA",2,147784,2
"FRANCO DE LUNA",2,147784,2
"AGUILAR SAUZA",2,147784,2
"LEON NUÑEZ",2,147784,2
"MUÑOZ MENDOZA",6,147784,2
"PILA VARGAS",2,147784,2
"GUERRERO GOMEZ",4,147784,2
"JAIMES BENITEZ",2,147784,2
"ESTRADA CERVANTES",8,147784,2
"MARINA LIRA",2,147784,2
"LEON PEDRAZA",2,147784,2
"GUTIERREZ VAZQUEZ",4,147784,2
"ARIAS LOZANO",2,147784,2
"NAVARRO JIMENEZ",2,147784,2
"JUAREZ TORRES",10,147784,2
"NAJERA PEDROZA",2,147784,2
"BAILON PACHECO",2,147784,2
"ALCARAZ RIOS",2,147784,2
"MARTINEZ ARAIZA",2,147784,2
"CARRETERO HERNANDEZ",2,147784,2
"VELAZQUEZ AYON",2,147784,2
"RUIZ QUIROZ",2,147784,2
"CHAVARRIA CORONADO",2,147784,2
"MONTAÑO HERNANDEZ",2,147784,2
"NAFATE LOPEZ",2,147784,2
"SANTIS LORENZO",2,147784,2
"NEVAREZ SANCHEZ",2,147784,2
"AGUILERA BARRAGAN",2,147784,2
"SOLANO RIVERA",2,147784,2
"VILLANUEVA LARA",3,147784,2
"OSORIO VALENZUELA",2,147784,2
"MOTA RUIZ",2,147784,2
"OROZCO CABRERA",2,147784,2
"ACOSTA CRUZ",2,147784,2
"LARA PEDRAZA",2,147784,2
"AGUIRRE MENDEZ",2,147784,2
"GUZMAN ESQUIVEL",2,147784,2
"BERNAL RAMOS",3,147784,2
"CASTAÑEDA ELIZONDO",2,147784,2
"GALLARDO VASQUEZ",4,147784,2
"VILLANUEVA CARRERA",2,147784,2
"ENCARNACION BENITEZ",2,147784,2
"MAGALLANES MUÑOZ",3,147784,2
"FERNANDEZ NEVAREZ",2,147784,2
"SOTO ORTIZ",2,147784,2
"ALONSO AVILA",5,147784,2
"TORRES GRACIA",2,147784,2
"REYES VELAZQUEZ",2,147784,2
"GONZALEZ BONAMI",4,147784,2
"PEÑA NARANJO",2,147784,2
"GARCIA PERUCHO",2,147784,2
"CONTRERAS ARRIOLA",2,147784,2
"AMBROSIO MAYORAL",4,147784,2
"ESTRADA LUNA",2,147784,2
"AGUILAR CAMACHO",8,147784,2
"TRUJILLO CARMONA",6,147784,2
"MONZALVO NEGRETE",2,147784,2
"GAMBOA CARDONA",4,147784,2
"SALGADO BARRERA",2,147784,2
"VENEGAS RUIZ",8,147784,2
"CAAMAL CANCHE",2,147784,2
"ARTEAGA JACOBO",2,147784,2
"OROPEZA BERNARDINO",3,147784,2
"CORTEZ MALDONADO",7,147784,2
"PACHECO CABRERA",2,147784,2
"VILLANUEVA TERAN",2,147784,2
"RAYA PEREZ",5,147784,2
"PASTRANA FIERRO",4,147784,2
"LAMBARRIA LEIJA",2,147784,2
"LARA CUELLAR",6,147784,2
"HERNANDEZ FAVA",2,147784,2
"DURAN CALDERON",2,147784,2
"HERRERA CRUZ",2,147784,2
"MENDOZA BARRAGAN",2,147784,2
"CASTILLEJOS GONZALEZ",2,147784,2
"ALCANTARA RESENDIZ",4,147784,2
"CANSECO RAMIREZ",4,147784,2
"BEDOLLA LUGO",2,147784,2
"GUTIERREZ MORENO",10,147784,2
"MIRANDA DE LA ROSA",2,147784,2
"CONTRERAS AQUINO",2,147784,2
"ROBLERO ESCALANTE",2,147784,2
"LUNA SALDAÑA",4,147784,2
"GARCIA ZETINA",6,147784,2
"VARELA QUINTANA",4,147784,2
"TEBAQUI RAMIREZ",3,147784,2
"RAYGOZA PATIÑO",4,147784,2
"DE LIRA MEJIA",2,147784,2
"BARCELO ROSALES",2,147784,2
"REYES DEMES",2,147784,2
"TORRES MEZA",3,147784,2
"TOLENTINO APARICIO",1,147784,2
"OROS MOLINERO",2,147784,2
"MELCHOR DE JESUS",2,147784,2
"FILIO NORBERTO",2,147784,2
"TISCAREÑO MUJICA",2,147784,2
"BURGOS ESPINDOLA",2,147784,2
"GALVAN FONSECA",6,147784,2
"PEREZ CORDOBA",1,147784,2
"ALEMAN VARGAS",2,147784,2
"GARCIA GUADARRAMA",6,147784,2
"AVALOS RAMIREZ",4,147784,2
"HERNANDEZ VERDEJA",2,147784,2
"TENOCELOTL TEOYOTL",2,147784,2
"CORONA OLIVOS",2,147784,2
"ORTEGA BUSTAMANTE",2,147784,2
"NAZARIO BARRERA",2,147784,2
"CORRALES MARTINEZ",1,147784,2
"MONTOYA RIVERA",2,147784,2
"SEDEÑO RAMIRO",2,147784,2
"BEJERO VALDES",2,147784,2
"LOPEZ PAVIA",2,147784,2
"GONZALEZ MUÑIZ",2,147784,2
"ROJAS LUENGAS",2,147784,2
"MORAN MUÑOZ",2,147784,2
"ESPINOZA FIERRO",4,147784,2
"SOTO AGUIRRE",2,147784,2
"VICARIO QUEZADA",2,147784,2
"PEDRAZA SOTO",2,147784,2
"MATA CABRERA",2,147784,2
"MORALES TRINIDAD",2,147784,2
"CORONA RIVERA",4,147784,2
"ANGEL RAMIREZ",2,147784,2
"ANALCO SANDOVAL",2,147784,2
"JAVIER GOMEZ",2,147784,2
"PERALTA ROQUE",2,147784,2
"ZAMORA BALTAZAR",2,147784,2
"GIL HERNANDEZ",2,147784,2
"DIAZ VALDOVINOS",2,147784,2
"CHAN NOVELO",2,147784,2
"VAZQUEZ AVENDAÑO",1,147784,2
"ESCAMILLA PINEDA",2,147784,2
"GARFIAS RODRIGUEZ",2,147784,2
"ESCAMILLA SALINAS",2,147784,2
"BASULTO ZETINA",1,147784,2
"TRINIDAD GOMEZ",2,147784,2
"QUEVEDO SOTO",2,147784,2
"MARTINEZ MAGAÑA",2,147784,2
"SEGURA MAZA",2,147784,2
"VIVALDO DE LEON",4,147784,2
"CAPETILLO AGUILAR",2,147784,2
"JIMENEZ PACHECO",5,147784,2
"MARTINEZ MORAS",2,147784,2
"ORDUÑA GUTIERREZ",2,147784,2
"COVARRUBIAS PEÑA",2,147784,2
"BUSTILLOS FALCONI",2,147784,2
"ESPINOSA RAMIREZ",2,147784,2
"SANSON VARGAS",2,147784,2
"BRAVO LIRA",2,147784,2
"LAZARO NAVA",2,147784,2
"SALGADO GONZALEZ",2,147784,2
"MARTINEZ BRAS",4,147784,2
"ATILANO HERNANDEZ",2,147784,2
"SERNA CHAVEZ",4,147784,2
"DE LOS SANTOS FLORES",6,147784,2
"TROYO NAVARRO",2,147784,2
"CARREÑO SALGADO",4,147784,2
"HERNANDEZ COPCA",2,147784,2
"RODRIGUEZ CASTORENA",2,147784,2
"CRUZ AURELIO",2,147784,2
"GALLEGOS ALVAREZ",4,147784,2
"ARELLANO ESTRADA",2,147784,2
"DOMINGUEZ ESCALANTE",4,147784,2
"SIFUENTES RIOS",2,147784,2
"BAUTISTA JUAN",2,147784,2
"HERNANDEZ SUAREZ",4,147784,2
"TERRON SANTIAGO",2,147784,2
"SOTO AMADOR",5,147784,2
"POLITRON AMADOR",2,147784,2
"ARMENTA ANGULO",6,147784,2
"GUZMAN ROMERO",2,147784,2
"DORANTES HERRERA",4,147784,2
"CANO MEDINAVEITIA",6,147784,2
"VARGAS JUAREZ",2,147784,2
"GUERRERO FLORES",6,147784,2
"ARAUJO AVILES",2,147784,2
"TREJO SILVA",2,147784,2
"INOSTROZA CARDOSO",2,147784,2
"HERNANDEZ PALACIOS",8,147784,2
"CAMACHO HERNANDEZ",9,147784,2
"ORIGEL PADILLA",2,147784,2
"CATALAN MENA",2,147784,2
"SAUCEDO REYES",4,147784,2
"ADAME ORTEGA",2,147784,2
"RAMIREZ AVENDAÑO",2,147784,2
"CASTELAZO RODRIGUEZ",2,147784,2
"PADILLA VAZQUEZ",4,147784,2
"GUZMAN AZCUE",2,147784,2
"CORDOBA FLORES",2,147784,2
"PICAZ BARRERA",5,147784,2
"GUERRERO SILVANO",4,147784,2
"GARCIA ACATA",2,147784,2
"GARCIA SORIANO",2,147784,2
"FLORES LORA",3,147784,2
"DOMINGUEZ ZETINA",3,147784,2
"DE LA CRUZ CONTRERAS",5,147784,2
"MUÑOZ GONZALEZ",10,147784,2
"CAMPOS MIRANDA",2,147784,2
"TRINIDAD REYES",2,147784,2
"SANCHEZ CANDELA",2,147784,2
"PULIDO RAFAELLI",3,147784,2
"ORTIZ CAMPUZANO",2,147784,2
"CARMONA TIRADO",2,147784,2
"CITALAN MORENO",2,147784,2
"VENTURA ALONZO",2,147784,2
"VALENCIA OROZCO",4,147784,2
"TOVAR ZEPEDA",2,147784,2
"ANGELES ANDRADE",2,147784,2
"USCANGA RODRIGUEZ",2,147784,2
"MARTINEZ ABARCA",2,147784,2
"GONZALEZ GARDUÑO",2,147784,2
"CABRERA VILLARREAL",2,147784,2
"RAMIREZ MATA",2,147784,2
"TAPIA PALACIOS",2,147784,2
"GALEANO AGUILAR",3,147784,2
"MATA MENDOZA",2,147784,2
"ARREOLA CAMACHO",2,147784,2
"AMAYA DENIS",2,147784,2
"MORALES BAUTISTA",2,147784,2
"CORDOVA SANCHEZ",5,147784,2
"MUNOZ FLORES",4,147784,2
"MARGARITO MARTINEZ",4,147784,2
"NUÑEZ FONSECA",4,147784,2
"RUIZ ALCANTARA",1,147784,2
"BARRON LOPEZ",5,147784,2
"GUTIERREZ ALEJO",2,147784,2
"CARMONA GUZMAN",4,147784,2
"CAMPOS TAPIA",2,147784,2
"ROMERO DIAZ",14,147784,2
"SANCHEZ SERRANO",2,147784,2
"REA MARROQUIN",2,147784,2
"CARRASCO GALLEGOS",4,147784,2
"ALMANZA NAVARRO",2,147784,2
"LOPEZ LUGO",11,147784,2
"ORTIZ PORTALES",2,147784,2
"LUIS CRUZ",4,147784,2
"CUARENTA CANADA",2,147784,2
"ESQUIVEL POOT",2,147784,2
"CHUC ALVAREZ",4,147784,2
"CHAVARIN CRUZ",2,147784,2
"MEJIA JAIME",2,147784,2
"RUIZ NIETO",2,147784,2
"MONTIEL ISLAS",2,147784,2
"VARGAS TOLENTINO",2,147784,2
"RAFAEL HERNANDEZ",2,147784,2
"BARRERA CARDENAS",2,147784,2
"CANO VARGAS",5,147784,2
"RABADAN MEJIA",2,147784,2
"VAZQUEZ BECERRA",4,147784,2
"LORENZO MATEOS",2,147784,2
"TEPOSTE ALEJO",2,147784,2
"REYES CRESCENCIO",2,147784,2
"LARA PALILLERO",2,147784,2
"VARGAS JIMENEZ",2,147784,2
"AGUILERA HERNANDEZ",5,147784,2
"PAZ BARAJAS",4,147784,2
"ACOSTA RIOS",2,147784,2
"AGUILAR ULIN",1,147784,2
"JIMENEZ CISNEROS",2,147784,2
"MARCIAL MENDEZ",2,147784,2
"MANJARES ",2,147784,2
"LIZARRAGA BURGUEÑO",2,147784,2
"SILVERIO VICTORIA",2,147784,2
"MANCIO MORALES",2,147784,2
"MARIN DEL VALLE",2,147784,2
"CERON JIMENEZ",4,147784,2
"AGUILAR ",4,147784,2
"RIOS RIVERA",2,147784,2
"AGUILAR BRITO",3,147784,2
"GOMEZ BELELLANO",4,147784,2
"ESCALERA RAMIREZ",2,147784,2
"SALAS GOMEZ",6,147784,2
"MEDEL ELIZARRARAS",2,147784,2
"ANGULO BERNAL",4,147784,2
"CANUTO DE LA CRUZ",2,147784,2
"HURTADO SANABRIA",2,147784,2
"FLORES GOMORA",2,147784,2
"MONTENEGRO RAMIREZ",2,147784,2
"DAVILA JIMENEZ",1,147784,2
"OROZCO TORRES",6,147784,2
"GARAY SIFUENTES",2,147784,2
"ACOSTA FAVELA",2,147784,2
"HERNANDEZ GUEVARA",10,147784,2
"MIXCOATL AMAXAL",2,147784,2
"TOBON URBAN",2,147784,2
"CORNELIO HERNANDEZ",4,147784,2
"GUILLEN PANIAGUA",3,147784,2
"CASTAÑEDA VALDIN",2,147784,2
"ANDRADE NAVA",2,147784,2
"VICARIO ESCANDON",2,147784,2
"HUERTA RAQUEL",2,147784,2
"ARRAZOLA PERALTA",2,147784,2
"SANTIAGO ALVAREZ",2,147784,2
"IBARRA MARQUEZ",8,147784,2
"PERALES BAÑUELOS",4,147784,2
"SANCHEZ ROSADO",2,147784,2
"CABRERA BAÑUELOS",2,147784,2
"BARRERA ESCOBAR",2,147784,2
"CARRERA ARTEAGA",2,147784,2
"VERGARA SAGRERO",2,147784,2
"FLORES ANASTACIO",4,147784,2
"KANTUN MEDINA",2,147784,2
"MARTINEZ LOSANO",2,147784,2
"ALVA ORNELAS",2,147784,2
"JARAMILLO NUÑO",4,147784,2
"OROZCO TORRESCANO",2,147784,2
"SANTOS CASTREJON",2,147784,2
"LARA CUBA",2,147784,2
"VARGAS CANIZAL",2,147784,2
"OVIEDO BARCO",2,147784,2
"TORRES CORTES",4,147784,2
"ESQUIVEL ALAMILLO",2,147784,2
"DE LA MORA FARFAN",2,147784,2
"DELGADO SOTO",2,147784,2
"GARCIA CANO PARRA",2,147784,2
"GARCIA GRANADOS",2,147784,2
"LOPEZ DELGADO",6,147784,2
"CORDERO LUNA",2,147784,2
"ESLAVA CAMACHO",4,147784,2
"CAAL MO",2,147784,2
"RIOS GUADALUPE",2,147784,2
"ARRIAGA ZARATE",9,147784,2
"SALINAS INIGUEZ",2,147784,2
"BENITEZ DUARTE",2,147784,2
"MARTINEZ QUIÑONES",2,147784,2
"ALVAREZ HUERTA",4,147784,2
"SALTO MEDINA",2,147784,2
"PEREZ DE PAZ",3,147784,2
"PALESTINO FLORES",4,147784,2
"CORPUS GARZA",2,147784,2
"SOTO BARRERA",2,147784,2
"ARREOLA BUSTAMANTE",2,147784,2
"JOSE HERNANDEZ",6,147784,2
"HERRERA ORTIZ",6,147784,2
"LUNA CABERTA",2,147784,2
"CORREA MARTINEZ",8,147784,2
"ZURITA AGUILAR",2,147784,2
"PERAZA VALDEZ",4,147784,2
"LINARES MARTINEZ",4,147784,2
"PLASCENCIA RODARTE",2,147784,2
"GARCIA LUCERO",3,147784,2
"BERNARDO GARCIA",2,147784,2
"MATUS CUEVAS",2,147784,2
"ALFAYO REYES",2,147784,2
"BIRRUETA AGUILAR",2,147784,2
"ZAYAS REYES",2,147784,2
"DE LA FUENTE NAVARRETE",2,147784,2
"GORDILLO NIETO",2,147784,2
"VELEZ ANGEL",2,147784,2
"DEMARA BARREDA",2,147784,2
"LEMUS CARRERA",2,147784,2
"MEDINA AGUIRRE",2,147784,2
"JIMENEZ QUEVEDO",2,147784,2
"SILVA REYNOSO",2,147784,2
"RUIZ RIOS",2,147784,2
"JIJON OLIVARES",2,147784,2
"GONZALEZ CHARMONATE",4,147784,2
"BAHENA ISLAS",4,147784,2
"VENTURA TRUJILLO",2,147784,2
"GARCIA CONCEPCION",2,147784,2
"FIGUEROA ZAVALA",4,147784,2
"CHACON HERNANDEZ",2,147784,2
"CERVANTES GUTIERREZ",4,147784,2
"RUBI MUÑOZ",2,147784,2
"CABRERA VICTORIANO",1,147784,2
"CORDERO MACIAS",2,147784,2
"VENEGAS GARIBAY",2,147784,2
"OROPEZA BALTAZAR",3,147784,2
"PINEDA CABRERA",4,147784,2
"ALVAREZ SAMANIEGO",2,147784,2
"RIOS DE LA ROSA",2,147784,2
"AMBRIZ PINEDA",2,147784,2
"PICHARDO JIMENEZ",2,147784,2
"MEJIA TELLEZ",2,147784,2
"QUIROZ RAFAEL",4,147784,2
"ENRIQUEZ HERNANDEZ",6,147784,2
"BAZAN SANCHEZ",2,147784,2
"QUINTERO HERNANDEZ",2,147784,2
"RENDON LOPEZ",3,147784,2
"ALAVARADO DOMINGUEZ",2,147784,2
"CORPUS LOPEZ",2,147784,2
"AGUILAR TORRES",4,147784,2
"SANTOYO GONZALEZ",2,147784,2
"LUNA CUELLAR",4,147784,2
"AREVALO DIAZ",2,147784,2
"ROMERO FELICIANO",2,147784,2
"LEON VAZQUEZ",2,147784,2
"CRISTOBAL REYNA",2,147784,2
"JAIMES PINEDA",2,147784,2
"NERI SAN NICOLAS",2,147784,2
"GALVEZ DIAZ",2,147784,2
"DERAS MARTINEZ",2,147784,2
"TABOADA VIGENOR",2,147784,2
"ROMERO NUO",4,147784,2
"PASCUAL MARTINEZ",4,147784,2
"LOPEZ JAIMES",2,147784,2
"HAM RAMIREZ",2,147784,2
"LUGO MAURICIO",2,147784,2
"MARTINEZ LUEVANO",2,147784,2
"BARBOSA BECERRA",2,147784,2
"MARTINEZ GARNICA",1,147784,2
"AVALOS ROMAN",2,147784,2
"SANTOS SANTOS",7,147784,2
"VAZQUEZ CARMONA",2,147784,2
"CASTANEDA GARDUNO",2,147784,2
"BAHENA PRAXEDIS",2,147784,2
"VIZCARRA BARRAZA",3,147784,2
"LLANES TUYUB",2,147784,2
"ACOSTA VARGAS",2,147784,2
"MELENDEZ GARCIA",4,147784,2
"HERNANDEZ ARISTA",2,147784,2
"JIMENEZ FLORES",8,147784,2
"DOMINGUEZ POZOS",2,147784,2
"GARFIAS TORRES",2,147784,2
"IXTA CHANELO",2,147784,2
"ROQUE BRITO",2,147784,2
"FAJARDO JAIMES",4,147784,2
"VICTORIANO PEÑA",2,147784,2
"ROSALES MORALES",2,147784,2
"CHAVEZ ISASAGA",2,147784,2
"GOMEZ VALDES",2,147784,2
"TORNES LEYVA",2,147784,2
"RAMOS REYNOZA",2,147784,2
"CARMONA HERNANDEZ",6,147784,2
"LOPEZ BARRITA",2,147784,2
"ROMERO GALVAN",2,147784,2
"ARREGUIN AYALA",2,147784,2
"HENRIQUEZ ORELLANA",4,147784,2
"RIVERA ARREAGA",2,147784,2
"AGUILAR ALFARO",1,147784,2
"MORENO SERVIN",4,147784,2
"ARENALES GALICIA",2,147784,2
"GARCIA PARTIDA",4,147784,2
"GUERRA SANCHEZ",2,147784,2
"MUNDO HERNANDEZ",4,147784,2
"RAMOS PIÑA",2,147784,2
"OJEDA REYES",2,147784,2
"RIOS GUTIERREZ",4,147784,2
"HERNANDEZ GUERRA",4,147784,2
"ROJAS SILVERIO",2,147784,2
"PINEDA MALDONADO",2,147784,2
"MONREAL MONREAL",2,147784,2
"OBLE MANDUJANO",2,147784,2
"ALVARADO HERRERA",2,147784,2
"AGUIRRE DAVILA",2,147784,2
"ESPINO VAZQUEZ",4,147784,2
"CANALES OROZCO",4,147784,2
"ROBLERO FERNANDEZ",2,147784,2
"HERNANDEZ ESCORZA",4,147784,2
"JAIME NUÑEZ",2,147784,2
"GOMEZ VICENTE",2,147784,2
"MANDUJANO DOMINGUEZ",2,147784,2
"CASTRO VENEGAS",2,147784,2
"ALVAREZ RIVERA",4,147784,2
"CISNEROS CHAVEZ",3,147784,2
"GARZA OROPEZA",6,147784,2
"LABRA BRISEÑO",2,147784,2
"SANDOVAL ESTRADA",2,147784,2
"GALVAN PULIDO",2,147784,2
"MEDINA ROCHA",2,147784,2
"AMAYA RAMIREZ",2,147784,2
"RODRIGUEZ CASTRO",9,147784,2
"MALDONADO ESTRADA",2,147784,2
"AVILA BARRERA",2,147784,2
"IBARRA RANGEL",2,147784,2
"MUÑOZ LOZADA",2,147784,2
"PARRA SANCHEZ",6,147784,2
"DOMINGUEZ NAZARIO",2,147784,2
"HERRERA ESPINOSA",2,147784,2
"CUEVAS SANDOVAL",2,147784,2
"MONTOYA GUTIERREZ",4,147784,2
"ALVARADO MERCADO",2,147784,2
"ALCANTARA CHAVEZ",4,147784,2
"CARDENAS TREVIÑO",2,147784,2
"BARBA GONZALEZ",2,147784,2
"ARTEAGA RODRIGUEZ",2,147784,2
"SORIANO CORTES",4,147784,2
"JAQUEZ RODRIGUEZ",2,147784,2
"SORIANO SANCHEZ",2,147784,2
"CISNEROS CORTEZ",2,147784,2
"CALDERON CORDERO",2,147784,2
"ARCE CISNEROS",3,147784,2
"NAVARRO VERA",2,147784,2
"VIDAL ONTIVEROS",2,147784,2
"BARRETO CERVANTES",2,147784,2
"CANCINO LOPEZ",2,147784,2
"CRUZ MONTOYA",4,147784,2
"CORONADO PEÑALOZA",4,147784,2
"PICAZO MARTINEZ",2,147784,2
"PARGAS RENTERIA",2,147784,2
"ISLAS ALVAREZ",2,147784,2
"MANDUJANO TOLEDO",2,147784,2
"ARIAS ACEBEDO",4,147784,2
"CAPORAL SANCHEZ",2,147784,2
"ROBLES LEMUS",4,147784,2
"PEREZ CABEZUDT",2,147784,2
"ABREGO CHAVEZ",2,147784,2
"SANCHEZ MATEOS",4,147784,2
"VARGAS PEREZ",2,147784,2
"ALEMAN LOPEZ",2,147784,2
"SOSA MORALES",4,147784,2
"RIOS ESPINOSA",1,147784,2
"CHAVARRIA GARCIA",2,147784,2
"MONDRAGON BENITEZ",4,147784,2
"SOTO CORRALES",2,147784,2
"GARIBO ALTAMIRANO",2,147784,2
"RESENDIZ JIMENEZ",2,147784,2
"VARELA CARMONA",4,147784,2
"VARELA MARTINEZ",2,147784,2
"ARREGUIN CALDERON",2,147784,2
"BACILIO GUAMACHE",3,147784,2
"CHAPARRO LICANO",2,147784,2
"PEREA FLORES",2,147784,2
"GALLEGOS MONTOYA",2,147784,2
"HARRISON LOPEZ",2,147784,2
"RODRIGUEZ SANTAMARIA",2,147784,2
"ARVIZU RUIZ",5,147784,2
"OBLITAS MEDINA",2,147784,2
"SOLORIO ANDRADE",2,147784,2
"DELGADO CASOLUENGO",2,147784,2
"GARCIA ERREGUIN",2,147784,2
"TERAN CORTES",4,147784,2
"CORONA OVIEDO",2,147784,2
"OLIVOS CALTENCO",2,147784,2
"DOWHEN ORTEGA",2,147784,2
"BAUTISTA VELAZQUEZ",2,147784,2
"VILLAR CLIMACO",3,147784,2
"BARRAGAN MORENO",4,147784,2
"JARAMILLO GUZMAN",4,147784,2
"GONZALEZ PINEDA",6,147784,2
"ROSALES OLVEDA",2,147784,2
"ARGUETA PADILLA",2,147784,2
"MENDEZ SION",6,147784,2
"MIGUEL ANGELES",2,147784,2
"REYNOSO DIONICIO",3,147784,2
"RIOS MENDOZA",4,147784,2
"BASURTO AGUIRRE",2,147784,2
"NERI AGUILAR",2,147784,2
"DELGADO SANTANA",2,147784,2
"SANDOVAL ZAVALA",2,147784,2
"ARVAYO ARCHULETA",2,147784,2
"ORTEGA TELLO",2,147784,2
"URBINA URBINA",4,147784,2
"CALZADA GUZMAN",2,147784,2
"DIAZ BENITEZ",2,147784,2
"SALMERON FLORES",2,147784,2
"AGUILAR ANGULO",2,147784,2
"RAMIREZ SAUZA",4,147784,2
"MARTINEZ LULE",2,147784,2
"VERGARA AGUILAR",2,147784,2
"VENEGAS ARMAS",2,147784,2
"SAENZ CARDOSO",6,147784,2
"SOTELO CRUZ",2,147784,2
"GUERRA BAUTISTA",2,147784,2
"KONDO VIDACA",2,147784,2
"SOTELO CERVANTES",2,147784,2
"REYNA VELAZQUEZ",2,147784,2
"GARCIA BEDOLLA",2,147784,2
"TORRES MANRIQUEZ",2,147784,2
"ALMAZAN HERNANDEZ",2,147784,2
"PINEDA DOMINGUEZ",7,147784,2
"DE LA CRUZ LOPEZ",16,147784,2
"RUIZ SALDAÑA",2,147784,2
"MARQUEZ SALAZAR",4,147784,2
"CADENAS OCAMPO",2,147784,2
"FARIAS RODRIGUEZ",2,147784,2
"ESPINOZA ACOSTA",6,147784,2
"ZUÑIGA SANTILLAN",2,147784,2
"MONDRAGON SOLIS",2,147784,2
"VAZQUEZ MONTES",2,147784,2
"TORRES MEDRANO",2,147784,2
"GARCIA CASTIL",2,147784,2
"NICOLAS MARTINEZ",2,147784,2
"ORBE ROMERO",2,147784,2
"MORAN RAMIREZ",2,147784,2
"ORTIZ BRAM",2,147784,2
"MANRIQUEZ MEDINA",2,147784,2
"CASTELLANOS WENCES",3,147784,2
"MACEDA MARTINEZ",2,147784,2
"REYES ESPINOZA",4,147784,2
"CORRALES LOPEZ",2,147784,2
"ALVAREZ VARELA",2,147784,2
"BUSTAMANTE RIOS",4,147784,2
"COVARRUBIAS RIVERA",4,147784,2
"DOMINGUEZ TORRES",4,147784,2
"LOPEZ MANRIQUEZ",8,147784,2
"ANDRADE BRAVO",2,147784,2
"SIERRA GONZALEZ",2,147784,2
"DIAZ SANTACRUZ",2,147784,2
"ORTIZ APARICIO",2,147784,2
"NAVARRO RAMIREZ",4,147784,2
"GARCIA HEREDIA",2,147784,2
"LEIJA MEDINA",2,147784,2
"GARAY AGUADO",2,147784,2
"FUENTES YEPEZ",2,147784,2
"CASTREJON PARRA",2,147784,2
"CUATECONTZI ROSAS",2,147784,2
"MAYEN MARTINEZ",2,147784,2
"PRINCIVIL ",2,147784,2
"ZAVALA GARCIA",4,147784,2
"GONZALEZ NIEVES",2,147784,2
"ESTRADA TEJEDA",3,147784,2
"PEREZ ANDRADE",2,147784,2
"VERGARA GARCIA",2,147784,2
"RODRIGUEZ VALERDI",2,147784,2
"CASTRO BARRERA",2,147784,2
"RUELAS GIL",2,147784,2
"SOL SALDAÑA",2,147784,2
"GIL DOMINGUEZ",2,147784,2
"DIAZ NAVARRETE",3,147784,2
"SANTAMARIA MEZA",2,147784,2
"SALINAS OLIVERA",2,147784,2
"OROZCO CISNEROS",2,147784,2
"GOMEZ BAZAN",2,147784,2
"LANDA LOERA",2,147784,2
"ROMERO BAEZA",2,147784,2
"GONZALEZ QUINTANA",4,147784,2
"ROMERO PINEDA",2,147784,2
"GOMEZ PORTILLA",2,147784,2
"GALARZA VALLEJO",4,147784,2
"GARCIA BOLLAS",4,147784,2
"CISNEROS FERNANDEZ",2,147784,2
"ROMERO MAGAÑA",2,147784,2
"PEREZ MACIAS",2,147784,2
"OLAN HERNANDEZ",2,147784,2
"BUSTAMANTE ROMAN",2,147784,2
"MARTINEZ APONTE",2,147784,2
"RODRIGUEZ GUILLEN",4,147784,2
"DUQUE MARTINEZ",2,147784,2
"BALTAZAR ORTIZ",2,147784,2
"GOMEZ VALENCIA",2,147784,2
"VIVAS ALFARO",2,147784,2
"PRADO FLORES",3,147784,2
"CRUZ BALLEZA",2,147784,2
"PULIDO NICANOR",2,147784,2
"JAIMES AGUIRRE",2,147784,2
"CRUZ HIDALGO",2,147784,2
"MARTINEZ TIRADO",2,147784,2
"MOJICA MORA",2,147784,2
"CANTERA MARTINEZ",2,147784,2
"PEREZ SANSORES",2,147784,2
"HURTADO CARMONA",2,147784,2
"ESTRADA GOROSTIETA",6,147784,2
"MENDOZA RAMOS",2,147784,2
"CAMPILLO VALENCIA",4,147784,2
"FRANCO MENDOZA",2,147784,2
"MATILDE VILLANUEVA",4,147784,2
"ABARCA ALVAREZ",2,147784,2
"BALLESTEROS ARROYO",2,147784,2
"MELGOZA GODINEZ",2,147784,2
"PARRA DIAZ",4,147784,2
"GONZALEZ SALVATIERRA",2,147784,2
"CABALLERO GUTIERREZ",2,147784,2
"CABRALES QUEVEDO",2,147784,2
"ALTAMIRANO RODRIGUEZ",2,147784,2
"OJEDA ANDRADE",2,147784,2
"PATINO LOPEZ",2,147784,2
"NAVARRETE MAYO",2,147784,2
"FLORES CASARRUBIAS",2,147784,2
"CRUZ GASGA",2,147784,2
"CABRERA PEREZ",4,147784,2
"ESPINOSA SIERRA",2,147784,2
"SALAZAR FLORES",6,147784,2
"IBARRA FRAGOSO",2,147784,2
"FIRO LOPEZ",2,147784,2
"EBOLI MARTINEZ",2,147784,2
"VENEGAS FRANCO",4,147784,2
"PALMA SALAYA",4,147784,2
"PAEZ PEREA",2,147784,2
"MONTES CABRERA",2,147784,2
"MONTOYA VARGAS",4,147784,2
"CARDENAS RODRIGUEZ",4,147784,2
"AGUSTIN GARCIA",2,147784,2
"OSORIO ZUMBARDO",2,147784,2
"MENDEZ BUENROSTRO",1,147784,2
"NICOLAS GOMEZ",2,147784,2
"VARGAS ARREOLA",2,147784,2
"BERNAL GUERRERO",2,147784,2
"LEON OLGUIN",2,147784,2
